Image Name,Predicted Class,Confidence Score
9677.jpg,"Class 4
",1.0
9775.jpg,"Class 2
",1.0
8896.jpg,"Class 4
",0.91255224
8626.jpg,"Class 2
",0.95249987
10136.jpg,"Class 6
",0.99050677
9812.jpg,"Class 4
",0.99985623
10286.jpg,"Class 2
",1.0
7603.jpg,"Class 4
",0.9999957
8285.jpg,"Class 3
",0.99911386
9420.jpg,"Class 5
",0.9999999
9898.jpg,"Class 5
",1.0
9429.jpg,"Class 5
",1.0
8735.jpg,"Class 2
",1.0
8680.jpg,"Class 6
",0.99999964
11079.jpg,"Class 6
",0.9944254
9890.jpg,"Class 6
",1.0
11935.jpg,"Class 6
",0.99783546
7276.jpg,"Class 4
",0.99999046
11268.jpg,"Class 4
",0.96231645
10872.jpg,"Class 2
",1.0
9196.jpg,"Class 4
",0.99999464
10940.jpg,"Class 5
",0.992251
11829.jpg,"Class 2
",0.75164974
11802.jpg,"Class 6
",0.9999976
8751.jpg,"Class 6
",0.9998994
7464.jpg,"Class 5
",0.9970481
9872.jpg,"Class 4
",0.9377803
10263.jpg,"Class 4
",0.984597
9913.jpg,"Class 4
",0.9995432
10978.jpg,"Class 4
",0.9968364
7286.jpg,"Class 5
",1.0
8388.jpg,"Class 5
",0.9999994
10896.jpg,"Class 5
",0.998314
8596.jpg,"Class 2
",0.8890446
8755.jpg,"Class 2
",1.0
10348.jpg,"Class 5
",1.0
9715.jpg,"Class 2
",0.61897886
8630.jpg,"Class 3
",1.0
11343.jpg,"Class 3
",1.0
9851.jpg,"Class 4
",0.99682045
7792.jpg,"Class 2
",0.9997545
10724.jpg,"Class 5
",0.99988425
9197.jpg,"Class 5
",1.0
8488.jpg,"Class 2
",0.8472585
7420.jpg,"Class 3
",1.0
11421.jpg,"Class 2
",1.0
9383.jpg,"Class 4
",0.9982147
7786.jpg,"Class 2
",0.9961582
9200.jpg,"Class 5
",1.0
10848.jpg,"Class 2
",0.9943811
7813.jpg,"Class 4
",0.99999833
9077.jpg,"Class 4
",0.9880555
9325.jpg,"Class 6
",0.9999845
10797.jpg,"Class 6
",0.99528116
8706.jpg,"Class 5
",1.0
10371.jpg,"Class 5
",1.0
9088.jpg,"Class 2
",0.6221183
8305.jpg,"Class 2
",0.9989901
11845.jpg,"Class 2
",0.999998
9453.jpg,"Class 6
",1.0
7874.jpg,"Class 4
",0.9997813
7773.jpg,"Class 5
",1.0
9862.jpg,"Class 5
",1.0
10066.jpg,"Class 2
",0.97392774
10641.jpg,"Class 4
",0.99900454
8683.jpg,"Class 2
",0.997569
7396.jpg,"Class 4
",0.99999964
8875.jpg,"Class 4
",1.0
9343.jpg,"Class 2
",0.98952276
10605.jpg,"Class 5
",1.0
10854.jpg,"Class 3
",1.0
11341.jpg,"Class 6
",0.99948967
10062.jpg,"Class 4
",1.0
7923.jpg,"Class 6
",1.0
7776.jpg,"Class 2
",0.91870105
8245.jpg,"Class 4
",0.99999547
11550.jpg,"Class 6
",0.99999857
11601.jpg,"Class 5
",1.0
8598.jpg,"Class 2
",0.9904281
9002.jpg,"Class 2
",1.0
7938.jpg,"Class 4
",1.0
7523.jpg,"Class 3
",1.0
7988.jpg,"Class 5
",1.0
8820.jpg,"Class 6
",0.50518507
11851.jpg,"Class 2
",1.0
9970.jpg,"Class 5
",1.0
7445.jpg,"Class 2
",0.99963856
7873.jpg,"Class 5
",1.0
10254.jpg,"Class 6
",0.98150176
7621.jpg,"Class 2
",1.0
7577.jpg,"Class 2
",0.9999739
8844.jpg,"Class 4
",0.90588504
9982.jpg,"Class 2
",0.90925676
10530.jpg,"Class 6
",0.9510391
9921.jpg,"Class 2
",0.99997914
10911.jpg,"Class 5
",0.9546592
9335.jpg,"Class 4
",0.9711
11408.jpg,"Class 4
",0.91146344
10727.jpg,"Class 5
",1.0
7876.jpg,"Class 3
",1.0
11190.jpg,"Class 6
",0.98134273
11688.jpg,"Class 4
",0.7213928
10673.jpg,"Class 4
",0.9335711
10960.jpg,"Class 2
",0.98229766
10433.jpg,"Class 2
",0.99992
7692.jpg,"Class 4
",0.9978002
10519.jpg,"Class 4
",0.9998846
7344.jpg,"Class 5
",0.9051585
9282.jpg,"Class 6
",0.99992406
10229.jpg,"Class 5
",1.0
9245.jpg,"Class 4
",0.87176687
8768.jpg,"Class 4
",0.9926662
10482.jpg,"Class 4
",0.6449889
9861.jpg,"Class 2
",0.96360254
11799.jpg,"Class 4
",0.99993145
9829.jpg,"Class 5
",0.9999999
8899.jpg,"Class 2
",1.0
9117.jpg,"Class 4
",0.8636429
7211.jpg,"Class 5
",1.0
7952.jpg,"Class 3
",1.0
11092.jpg,"Class 4
",0.9999993
10930.jpg,"Class 4
",0.999673
7290.jpg,"Class 6
",0.9942953
10493.jpg,"Class 2
",0.99920136
11995.jpg,"Class 5
",1.0
8894.jpg,"Class 2
",1.0
11893.jpg,"Class 2
",0.9168486
10642.jpg,"Class 2
",0.66524976
10230.jpg,"Class 4
",0.9972268
7714.jpg,"Class 2
",0.92128253
8448.jpg,"Class 4
",1.0
7401.jpg,"Class 2
",0.49523503
9732.jpg,"Class 4
",0.9990395
10271.jpg,"Class 4
",0.99998474
10043.jpg,"Class 4
",0.99997056
10596.jpg,"Class 3
",0.9997303
8571.jpg,"Class 2
",0.99998534
11220.jpg,"Class 6
",0.99906737
10026.jpg,"Class 4
",0.7551204
9985.jpg,"Class 2
",0.9048165
10463.jpg,"Class 4
",0.7792159
9379.jpg,"Class 4
",1.0
11745.jpg,"Class 2
",0.99664164
8219.jpg,"Class 5
",1.0
10143.jpg,"Class 2
",0.99999356
8435.jpg,"Class 5
",0.9999993
7337.jpg,"Class 3
",1.0
8312.jpg,"Class 4
",0.8983406
9203.jpg,"Class 4
",0.999949
10937.jpg,"Class 3
",1.0
8801.jpg,"Class 2
",0.9623167
10672.jpg,"Class 3
",0.9997552
9407.jpg,"Class 2
",1.0
11366.jpg,"Class 2
",1.0
10309.jpg,"Class 6
",0.9992205
8160.jpg,"Class 2
",0.9999999
7289.jpg,"Class 4
",0.5494962
9041.jpg,"Class 5
",1.0
10784.jpg,"Class 4
",0.8436441
10828.jpg,"Class 6
",0.53602874
7517.jpg,"Class 2
",0.9999981
9925.jpg,"Class 3
",0.999967
8698.jpg,"Class 2
",0.50017667
7604.jpg,"Class 1
",0.992757
7911.jpg,"Class 3
",0.50978917
7861.jpg,"Class 3
",0.99998796
10565.jpg,"Class 2
",0.9983543
10464.jpg,"Class 4
",1.0
11810.jpg,"Class 2
",0.5181336
11293.jpg,"Class 2
",0.99958485
11128.jpg,"Class 2
",0.9996412
10451.jpg,"Class 2
",0.9422749
11013.jpg,"Class 4
",0.9999552
9458.jpg,"Class 5
",1.0
9079.jpg,"Class 2
",0.49365935
11517.jpg,"Class 5
",1.0
7662.jpg,"Class 3
",0.91294014
11755.jpg,"Class 4
",1.0
10052.jpg,"Class 4
",0.99891055
7748.jpg,"Class 3
",1.0
7701.jpg,"Class 4
",0.99925
7408.jpg,"Class 2
",0.9999981
7870.jpg,"Class 4
",0.9999794
8849.jpg,"Class 5
",1.0
9254.jpg,"Class 5
",1.0
7955.jpg,"Class 2
",0.9372518
8501.jpg,"Class 6
",0.99993217
9510.jpg,"Class 4
",0.9767199
8421.jpg,"Class 3
",0.9999471
7620.jpg,"Class 5
",1.0
10934.jpg,"Class 5
",0.99999845
8105.jpg,"Class 2
",0.93893284
11315.jpg,"Class 2
",0.9999999
11447.jpg,"Class 2
",0.99996364
10809.jpg,"Class 3
",0.9998301
7753.jpg,"Class 2
",0.83156085
7500.jpg,"Class 4
",0.7261464
11756.jpg,"Class 2
",0.9999863
9403.jpg,"Class 2
",0.9868374
8271.jpg,"Class 4
",0.9999999
9143.jpg,"Class 6
",0.99574655
9871.jpg,"Class 3
",0.99999964
7672.jpg,"Class 4
",0.99998474
10843.jpg,"Class 4
",0.99887735
9052.jpg,"Class 2
",1.0
9054.jpg,"Class 2
",1.0
10437.jpg,"Class 6
",0.9999865
10838.jpg,"Class 2
",0.9195141
9597.jpg,"Class 6
",0.98801374
11180.jpg,"Class 1
",0.961271
10810.jpg,"Class 6
",0.8515793
11656.jpg,"Class 2
",0.7765952
9696.jpg,"Class 2
",0.9999989
7312.jpg,"Class 5
",1.0
11554.jpg,"Class 2
",0.99999654
8425.jpg,"Class 4
",0.9999987
11765.jpg,"Class 5
",1.0
10074.jpg,"Class 4
",0.7010477
9955.jpg,"Class 5
",1.0
11984.jpg,"Class 6
",0.99075437
8173.jpg,"Class 5
",1.0
11457.jpg,"Class 4
",1.0
10817.jpg,"Class 2
",0.54939693
7419.jpg,"Class 5
",1.0
9304.jpg,"Class 6
",0.99999404
9952.jpg,"Class 4
",1.0
10871.jpg,"Class 2
",0.99999964
10033.jpg,"Class 5
",1.0
7367.jpg,"Class 2
",0.81537783
8145.jpg,"Class 4
",0.9999962
9286.jpg,"Class 4
",0.988381
11505.jpg,"Class 2
",1.0
10696.jpg,"Class 5
",1.0
7726.jpg,"Class 1
",0.98977685
9180.jpg,"Class 5
",0.99998426
8876.jpg,"Class 4
",0.99326575
11509.jpg,"Class 4
",0.99904555
8331.jpg,"Class 2
",0.99992394
11691.jpg,"Class 2
",0.99999166
7335.jpg,"Class 6
",0.9997521
10267.jpg,"Class 2
",0.9998455
10440.jpg,"Class 6
",0.9995036
8375.jpg,"Class 2
",0.9781064
8763.jpg,"Class 2
",0.9907617
8093.jpg,"Class 2
",0.9803115
11014.jpg,"Class 6
",0.988494
9880.jpg,"Class 2
",0.6168313
9633.jpg,"Class 3
",1.0
7536.jpg,"Class 2
",1.0
9097.jpg,"Class 3
",0.99999964
7850.jpg,"Class 4
",0.99999964
8807.jpg,"Class 4
",0.9953311
7840.jpg,"Class 6
",0.998747
11189.jpg,"Class 4
",0.9946814
11476.jpg,"Class 5
",1.0
8927.jpg,"Class 4
",0.999998
9856.jpg,"Class 2
",1.0
11548.jpg,"Class 4
",0.9998765
8608.jpg,"Class 3
",0.8319458
8041.jpg,"Class 4
",0.785843
10834.jpg,"Class 4
",0.9999858
7761.jpg,"Class 4
",0.9998882
11063.jpg,"Class 3
",0.9999943
11121.jpg,"Class 5
",1.0
11752.jpg,"Class 2
",0.9997385
9330.jpg,"Class 4
",0.94377637
9569.jpg,"Class 4
",0.9987896
8442.jpg,"Class 2
",0.9837892
8069.jpg,"Class 4
",0.98694706
8405.jpg,"Class 5
",0.99628794
9334.jpg,"Class 6
",0.98976105
7272.jpg,"Class 6
",0.705896
9748.jpg,"Class 3
",1.0
7402.jpg,"Class 4
",0.9918699
8685.jpg,"Class 4
",0.995411
9602.jpg,"Class 2
",0.9999459
10689.jpg,"Class 5
",0.9814802
11078.jpg,"Class 5
",1.0
11526.jpg,"Class 2
",0.9999057
9782.jpg,"Class 6
",0.98272735
8992.jpg,"Class 4
",1.0
10452.jpg,"Class 3
",0.99988496
7821.jpg,"Class 3
",1.0
9591.jpg,"Class 5
",1.0
9495.jpg,"Class 4
",0.99995863
8118.jpg,"Class 4
",0.9981742
10759.jpg,"Class 5
",0.9999871
11763.jpg,"Class 4
",0.9998908
11302.jpg,"Class 4
",0.99999726
11794.jpg,"Class 2
",0.95062214
11567.jpg,"Class 4
",0.76371396
8291.jpg,"Class 6
",0.9999994
8408.jpg,"Class 1
",0.9999999
7330.jpg,"Class 4
",0.97488004
10878.jpg,"Class 4
",0.9999362
8014.jpg,"Class 4
",0.6370502
10462.jpg,"Class 4
",0.8876817
10355.jpg,"Class 2
",0.9999771
9544.jpg,"Class 4
",0.8898843
10771.jpg,"Class 4
",0.98726195
11822.jpg,"Class 4
",0.63174814
7633.jpg,"Class 6
",1.0
9015.jpg,"Class 4
",0.999992
9923.jpg,"Class 3
",1.0
10529.jpg,"Class 2
",1.0
8525.jpg,"Class 2
",0.999997
11388.jpg,"Class 2
",0.8408345
11960.jpg,"Class 4
",0.99994516
8364.jpg,"Class 4
",0.99854493
11978.jpg,"Class 5
",1.0
10688.jpg,"Class 4
",0.90648884
8349.jpg,"Class 4
",0.99999964
10051.jpg,"Class 4
",0.97410166
9547.jpg,"Class 2
",1.0
9971.jpg,"Class 2
",0.99999976
9444.jpg,"Class 2
",0.58273864
11439.jpg,"Class 4
",0.99713826
10328.jpg,"Class 2
",0.9999999
10478.jpg,"Class 5
",0.9261615
8877.jpg,"Class 2
",1.0
7201.jpg,"Class 6
",0.9945251
11957.jpg,"Class 4
",0.99747604
7202.jpg,"Class 2
",0.8552156
10570.jpg,"Class 1
",0.70569277
8809.jpg,"Class 4
",1.0
8034.jpg,"Class 3
",0.5501745
9368.jpg,"Class 2
",1.0
7248.jpg,"Class 5
",1.0
9230.jpg,"Class 2
",0.71727234
10545.jpg,"Class 5
",0.98263055
11512.jpg,"Class 6
",0.9545277
10377.jpg,"Class 4
",0.9999999
8250.jpg,"Class 2
",0.9998227
11258.jpg,"Class 4
",0.999998
11090.jpg,"Class 5
",1.0
11459.jpg,"Class 4
",0.6204072
9701.jpg,"Class 5
",1.0
9559.jpg,"Class 2
",0.9974366
9583.jpg,"Class 4
",0.52282214
8379.jpg,"Class 2
",0.999969
9163.jpg,"Class 4
",0.85144466
8817.jpg,"Class 4
",0.9999995
11490.jpg,"Class 2
",0.99999964
10349.jpg,"Class 2
",0.99998033
9528.jpg,"Class 6
",0.9998411
9236.jpg,"Class 4
",0.6875575
9662.jpg,"Class 5
",1.0
7565.jpg,"Class 4
",0.84878486
10481.jpg,"Class 4
",1.0
10024.jpg,"Class 4
",0.99994624
10415.jpg,"Class 3
",0.9992943
10293.jpg,"Class 3
",1.0
10023.jpg,"Class 2
",0.9999988
11832.jpg,"Class 2
",0.86672074
7904.jpg,"Class 3
",0.9999757
7292.jpg,"Class 3
",0.9927021
8195.jpg,"Class 2
",0.99995327
9468.jpg,"Class 6
",0.9998683
7566.jpg,"Class 4
",0.9990152
10200.jpg,"Class 6
",0.9980117
9445.jpg,"Class 6
",0.7805362
8113.jpg,"Class 4
",0.9999839
11382.jpg,"Class 2
",0.99998283
9826.jpg,"Class 3
",1.0
10511.jpg,"Class 3
",1.0
11169.jpg,"Class 5
",1.0
11292.jpg,"Class 4
",0.9693657
10503.jpg,"Class 6
",0.9997583
11124.jpg,"Class 4
",0.99993765
8901.jpg,"Class 4
",0.9976676
8529.jpg,"Class 4
",0.9999926
7968.jpg,"Class 4
",0.9668646
11320.jpg,"Class 4
",1.0
11892.jpg,"Class 4
",0.5363117
11592.jpg,"Class 2
",0.99967957
9893.jpg,"Class 4
",0.94490665
11689.jpg,"Class 2
",0.9999994
10995.jpg,"Class 2
",0.90889436
7247.jpg,"Class 4
",1.0
8116.jpg,"Class 2
",0.9999994
9988.jpg,"Class 2
",0.9999987
8620.jpg,"Class 4
",1.0
11426.jpg,"Class 2
",0.84256065
10964.jpg,"Class 2
",1.0
8142.jpg,"Class 4
",1.0
8757.jpg,"Class 2
",0.9999999
8741.jpg,"Class 2
",0.8011265
9103.jpg,"Class 6
",0.9847174
11896.jpg,"Class 4
",0.77992946
8810.jpg,"Class 4
",0.7179792
10925.jpg,"Class 2
",0.64070636
11105.jpg,"Class 5
",0.69489014
10145.jpg,"Class 5
",1.0
7921.jpg,"Class 4
",0.9997893
8049.jpg,"Class 5
",1.0
9941.jpg,"Class 3
",1.0
9361.jpg,"Class 4
",0.99994874
9419.jpg,"Class 6
",0.73456323
8871.jpg,"Class 2
",1.0
11484.jpg,"Class 4
",1.0
9312.jpg,"Class 2
",0.45553723
7882.jpg,"Class 4
",0.89159036
9681.jpg,"Class 1
",0.92659557
8126.jpg,"Class 4
",0.99997413
9639.jpg,"Class 2
",1.0
11757.jpg,"Class 5
",1.0
11120.jpg,"Class 2
",0.99741095
7732.jpg,"Class 3
",0.99999785
10323.jpg,"Class 4
",1.0
10698.jpg,"Class 3
",0.9999981
9409.jpg,"Class 5
",1.0
11885.jpg,"Class 5
",0.99999964
7595.jpg,"Class 4
",0.83740264
11654.jpg,"Class 5
",1.0
9949.jpg,"Class 4
",1.0
7632.jpg,"Class 4
",0.9981316
10824.jpg,"Class 6
",0.9962184
11225.jpg,"Class 2
",0.9988954
7901.jpg,"Class 6
",0.6623699
7437.jpg,"Class 3
",0.9980368
11146.jpg,"Class 3
",1.0
10448.jpg,"Class 3
",0.9993356
10161.jpg,"Class 2
",1.0
10753.jpg,"Class 5
",1.0
8779.jpg,"Class 2
",0.9999999
10521.jpg,"Class 2
",1.0
10697.jpg,"Class 3
",0.99967396
11747.jpg,"Class 6
",0.9999051
11899.jpg,"Class 4
",1.0
8922.jpg,"Class 3
",0.5759856
7339.jpg,"Class 2
",0.7010824
10018.jpg,"Class 5
",1.0
7451.jpg,"Class 6
",0.9999814
9303.jpg,"Class 2
",0.99147874
11864.jpg,"Class 5
",0.92949516
11888.jpg,"Class 6
",0.6408165
9148.jpg,"Class 2
",0.9999993
9033.jpg,"Class 5
",1.0
9801.jpg,"Class 6
",0.9996141
9780.jpg,"Class 2
",0.5156891
8323.jpg,"Class 5
",0.9999956
10687.jpg,"Class 4
",0.63442546
8216.jpg,"Class 2
",0.9246832
9155.jpg,"Class 4
",0.9895391
7763.jpg,"Class 4
",0.89415735
8806.jpg,"Class 3
",1.0
8329.jpg,"Class 4
",0.61733603
9604.jpg,"Class 5
",0.9999989
11538.jpg,"Class 2
",0.662822
7655.jpg,"Class 4
",0.99149513
10351.jpg,"Class 2
",0.9999968
9631.jpg,"Class 2
",0.9990069
9903.jpg,"Class 4
",1.0
11465.jpg,"Class 4
",0.98329157
9644.jpg,"Class 5
",1.0
9866.jpg,"Class 4
",0.99808735
9064.jpg,"Class 6
",0.9973924
8792.jpg,"Class 2
",0.50138474
11620.jpg,"Class 4
",0.98557276
9643.jpg,"Class 4
",0.9994997
9811.jpg,"Class 4
",0.99887675
9132.jpg,"Class 4
",1.0
10350.jpg,"Class 2
",0.9999981
10669.jpg,"Class 4
",0.99999833
11661.jpg,"Class 2
",0.99999
8005.jpg,"Class 4
",0.9399448
10011.jpg,"Class 4
",0.9999993
9621.jpg,"Class 4
",0.98003
8149.jpg,"Class 2
",0.98798174
10867.jpg,"Class 1
",0.9997818
9879.jpg,"Class 5
",1.0
11664.jpg,"Class 2
",1.0
7567.jpg,"Class 3
",0.6091579
8051.jpg,"Class 2
",0.99467695
11411.jpg,"Class 6
",0.9974516
8464.jpg,"Class 4
",0.9391713
8575.jpg,"Class 4
",0.95747
10198.jpg,"Class 4
",0.6387596
9302.jpg,"Class 1
",0.998657
10559.jpg,"Class 2
",0.9999958
11412.jpg,"Class 4
",1.0
11953.jpg,"Class 4
",0.9999784
7948.jpg,"Class 4
",0.96613187
8804.jpg,"Class 4
",1.0
11573.jpg,"Class 2
",0.9999995
10325.jpg,"Class 5
",1.0
10133.jpg,"Class 5
",1.0
7365.jpg,"Class 6
",0.9474163
10720.jpg,"Class 6
",0.94879407
9795.jpg,"Class 2
",0.9449888
9521.jpg,"Class 2
",1.0
7525.jpg,"Class 6
",0.7560522
11543.jpg,"Class 5
",1.0
7681.jpg,"Class 4
",0.9973295
11617.jpg,"Class 2
",0.9999994
9727.jpg,"Class 2
",1.0
8694.jpg,"Class 5
",0.88870984
11065.jpg,"Class 6
",0.9999455
8417.jpg,"Class 5
",1.0
9603.jpg,"Class 2
",1.0
11397.jpg,"Class 4
",0.9998747
8691.jpg,"Class 2
",0.9991266
8716.jpg,"Class 4
",0.60946304
7325.jpg,"Class 4
",1.0
9448.jpg,"Class 6
",0.9934968
9146.jpg,"Class 2
",0.9999995
9119.jpg,"Class 2
",0.99992716
8420.jpg,"Class 6
",0.9849258
11530.jpg,"Class 3
",0.99584216
7637.jpg,"Class 5
",1.0
7898.jpg,"Class 5
",1.0
9167.jpg,"Class 5
",1.0
9990.jpg,"Class 4
",0.999997
8536.jpg,"Class 2
",0.62980646
10113.jpg,"Class 2
",1.0
7204.jpg,"Class 5
",1.0
10353.jpg,"Class 3
",0.99999595
9714.jpg,"Class 2
",0.9999418
11837.jpg,"Class 4
",0.99999964
8862.jpg,"Class 3
",0.99990606
8538.jpg,"Class 6
",0.998857
7684.jpg,"Class 2
",0.99999976
9110.jpg,"Class 4
",0.99991536
11142.jpg,"Class 2
",0.9995271
8948.jpg,"Class 6
",0.9903837
8369.jpg,"Class 4
",1.0
8414.jpg,"Class 4
",0.69221836
7977.jpg,"Class 4
",0.7661482
11546.jpg,"Class 5
",1.0
11485.jpg,"Class 6
",0.9971058
10283.jpg,"Class 4
",0.99946696
8518.jpg,"Class 6
",1.0
10311.jpg,"Class 5
",1.0
8761.jpg,"Class 2
",0.999987
11164.jpg,"Class 6
",0.9984016
9045.jpg,"Class 2
",0.98820347
10382.jpg,"Class 4
",0.9882135
10439.jpg,"Class 2
",1.0
7626.jpg,"Class 4
",0.99468297
9885.jpg,"Class 4
",1.0
10738.jpg,"Class 2
",0.9991364
8702.jpg,"Class 2
",0.99999166
8242.jpg,"Class 5
",1.0
10265.jpg,"Class 4
",0.999972
7260.jpg,"Class 3
",0.9999682
8704.jpg,"Class 4
",0.99068975
10924.jpg,"Class 3
",1.0
7561.jpg,"Class 4
",0.99277955
11570.jpg,"Class 1
",0.68842983
7288.jpg,"Class 5
",0.99742836
11704.jpg,"Class 4
",1.0
10347.jpg,"Class 2
",0.99999464
10986.jpg,"Class 5
",1.0
9439.jpg,"Class 5
",0.99999857
8340.jpg,"Class 5
",0.9997168
9455.jpg,"Class 3
",0.99999976
10436.jpg,"Class 2
",0.9999957
8633.jpg,"Class 5
",0.99951947
10494.jpg,"Class 3
",1.0
9373.jpg,"Class 4
",0.9998305
10324.jpg,"Class 2
",0.9457555
9649.jpg,"Class 5
",0.99994886
9916.jpg,"Class 2
",0.9975782
10552.jpg,"Class 2
",1.0
7444.jpg,"Class 6
",0.9045886
8693.jpg,"Class 4
",1.0
8111.jpg,"Class 5
",1.0
8510.jpg,"Class 4
",0.76690257
11969.jpg,"Class 6
",0.99998677
11826.jpg,"Class 4
",0.5207946
7594.jpg,"Class 5
",1.0
11431.jpg,"Class 5
",0.6043145
9948.jpg,"Class 2
",0.9824593
8601.jpg,"Class 5
",1.0
7807.jpg,"Class 2
",0.9997415
11997.jpg,"Class 2
",0.865177
7791.jpg,"Class 2
",0.82893723
7788.jpg,"Class 6
",0.9936243
8980.jpg,"Class 4
",0.97322106
11368.jpg,"Class 6
",0.99999905
8584.jpg,"Class 2
",0.9974426
10600.jpg,"Class 5
",0.99085474
8675.jpg,"Class 5
",0.99999905
8731.jpg,"Class 6
",0.99317235
11698.jpg,"Class 2
",0.84942853
9415.jpg,"Class 5
",1.0
7363.jpg,"Class 4
",0.9999865
11838.jpg,"Class 2
",1.0
9786.jpg,"Class 4
",1.0
11917.jpg,"Class 6
",0.9999713
8586.jpg,"Class 2
",0.9999776
8580.jpg,"Class 4
",0.99995375
11129.jpg,"Class 5
",0.56797475
10164.jpg,"Class 4
",0.9681442
10750.jpg,"Class 6
",0.960636
7555.jpg,"Class 2
",0.7763633
9272.jpg,"Class 6
",0.999948
9770.jpg,"Class 4
",0.9996984
10974.jpg,"Class 6
",0.99999917
9707.jpg,"Class 6
",1.0
9472.jpg,"Class 4
",0.99999976
7588.jpg,"Class 2
",0.99997544
10789.jpg,"Class 6
",0.9859555
10020.jpg,"Class 4
",0.9999502
11039.jpg,"Class 5
",0.6293249
9233.jpg,"Class 2
",0.9996352
7919.jpg,"Class 3
",1.0
10737.jpg,"Class 4
",0.76190263
8431.jpg,"Class 4
",0.9999385
11603.jpg,"Class 2
",1.0
9827.jpg,"Class 1
",0.581228
11289.jpg,"Class 4
",0.6888142
9204.jpg,"Class 4
",0.9996216
7858.jpg,"Class 2
",0.49920014
11994.jpg,"Class 4
",0.9144146
7617.jpg,"Class 6
",0.99999595
8262.jpg,"Class 4
",0.51787966
11811.jpg,"Class 3
",1.0
9136.jpg,"Class 2
",0.91823685
10036.jpg,"Class 4
",0.99990106
8954.jpg,"Class 2
",0.999871
8148.jpg,"Class 4
",1.0
11109.jpg,"Class 2
",0.9999151
9140.jpg,"Class 5
",1.0
7573.jpg,"Class 5
",1.0
9351.jpg,"Class 5
",1.0
11444.jpg,"Class 4
",1.0
8172.jpg,"Class 4
",0.9640291
9744.jpg,"Class 4
",0.9976999
10527.jpg,"Class 4
",0.998777
11156.jpg,"Class 4
",0.94032156
10739.jpg,"Class 2
",0.9999126
10102.jpg,"Class 3
",0.97541386
10821.jpg,"Class 2
",0.99999774
7896.jpg,"Class 2
",0.9999896
7539.jpg,"Class 2
",0.85747117
8940.jpg,"Class 4
",1.0
7616.jpg,"Class 4
",0.99791354
9790.jpg,"Class 4
",0.99999845
9630.jpg,"Class 2
",0.9974669
10898.jpg,"Class 2
",0.9545204
10910.jpg,"Class 4
",0.8052081
7895.jpg,"Class 5
",1.0
9837.jpg,"Class 6
",0.9999856
8834.jpg,"Class 2
",0.93852556
8508.jpg,"Class 5
",0.9743078
9120.jpg,"Class 4
",0.998667
8048.jpg,"Class 4
",0.9999999
8108.jpg,"Class 4
",0.99460226
11700.jpg,"Class 2
",0.78211075
10406.jpg,"Class 6
",0.9476179
8009.jpg,"Class 2
",0.9999989
10624.jpg,"Class 6
",0.9943007
11589.jpg,"Class 6
",0.91300136
7883.jpg,"Class 5
",1.0
8094.jpg,"Class 2
",1.0
8129.jpg,"Class 2
",0.99998033
7397.jpg,"Class 3
",0.999995
9756.jpg,"Class 4
",0.9999981
7667.jpg,"Class 2
",0.9051367
8788.jpg,"Class 2
",0.9996038
11853.jpg,"Class 4
",0.9998522
9384.jpg,"Class 6
",0.9942847
8503.jpg,"Class 2
",0.38944805
10080.jpg,"Class 5
",1.0
8257.jpg,"Class 6
",0.9187984
7741.jpg,"Class 2
",0.9999975
11767.jpg,"Class 4
",1.0
11394.jpg,"Class 4
",0.99999964
7738.jpg,"Class 2
",0.62137365
8749.jpg,"Class 2
",0.99994683
9912.jpg,"Class 2
",1.0
9907.jpg,"Class 5
",0.9998617
7320.jpg,"Class 5
",0.9999994
10929.jpg,"Class 5
",0.9999132
11383.jpg,"Class 4
",0.9993881
11798.jpg,"Class 4
",0.8985005
9267.jpg,"Class 2
",0.80873173
11239.jpg,"Class 2
",0.9243557
7438.jpg,"Class 6
",0.9974414
10019.jpg,"Class 5
",1.0
10079.jpg,"Class 2
",0.9999989
9482.jpg,"Class 5
",0.69530666
7674.jpg,"Class 5
",1.0
8667.jpg,"Class 3
",1.0
8471.jpg,"Class 5
",1.0
9616.jpg,"Class 4
",0.99900657
9327.jpg,"Class 6
",0.9999988
10542.jpg,"Class 3
",1.0
7650.jpg,"Class 4
",0.9924705
10359.jpg,"Class 4
",0.99999523
9753.jpg,"Class 4
",0.99999845
11699.jpg,"Class 2
",0.999998
7613.jpg,"Class 2
",1.0
10758.jpg,"Class 2
",0.9999696
11345.jpg,"Class 1
",0.51307505
10735.jpg,"Class 2
",0.9391128
7253.jpg,"Class 4
",0.9998541
7826.jpg,"Class 4
",0.99972814
8833.jpg,"Class 2
",0.9997613
10811.jpg,"Class 5
",1.0
9917.jpg,"Class 6
",0.9987908
7206.jpg,"Class 4
",1.0
10370.jpg,"Class 2
",0.9999566
7700.jpg,"Class 2
",0.99830556
10915.jpg,"Class 3
",0.9848968
11883.jpg,"Class 2
",1.0
11077.jpg,"Class 2
",0.99997914
11064.jpg,"Class 4
",0.9997516
8947.jpg,"Class 4
",0.99060154
11941.jpg,"Class 6
",0.99999833
11903.jpg,"Class 5
",1.0
8334.jpg,"Class 2
",0.9465378
10308.jpg,"Class 2
",0.9931879
8531.jpg,"Class 2
",0.9994031
9673.jpg,"Class 4
",0.54979926
8512.jpg,"Class 5
",1.0
10070.jpg,"Class 3
",0.9999988
8976.jpg,"Class 5
",1.0
9663.jpg,"Class 4
",0.99659914
